asm_md_filesize,asm_md_loc
153856,20421
25991,2599
240710,15204
224656,13658
28545,3407
28731,3338
783369,105110
20741,2783
22564,2594
8633413,2390484
37050,5831
239995,51053
560128,83992
192333,28470
2947375,65287
625757,95406
2942244,65416
3017636,148665
21595,2421
1372959,293190
28887,3389
1250440,263691
3280651,144718
996028,210738
1390654,294330
4083842,193151
2991955,96406
544410,72597
21369,2433
640204,144009
3079505,105101
61445,5882
4292787,199353
388415,54935
28211,3383
1106668,237723
470837,88424
1107523,243131
816023,170404
28613,3410
521900,70727
1159644,148097
727685,150779
35565,4346
233093,14536
386551,12134
8736544,2449562
30779,4390
265164,35166
9725457,2755020
1805789,79404
633151,27420
32046,4052
416406,88394
23734,3879
1223276,266301
3547849,788135
36601,5777
33605,4767
3128645,134566
33593,4758
3051457,70173
2628953,429612
24353,2825
27902,3267
28533,3407
1979589,50912
428480,9845
37044,5832
28924,3431
428275,61424
28669,3393
650564,144006
232091,14145
3359801,199329
393301,13005
235046,13929
3839397,893038
33312,4725
3707272,814283
1267865,279325
28571,3523
33103,5271
32970,4711
3547298,787877
187418,37245
27677,3240
21443,2461
264865,25558
1856744,117120
4209091,179176
10928237,3103721
36976,3602
1697282,452838
646139,93740
287002,37902
296514,56002
21452,2450
268707,26696
955747,206821
3012428,69723
1298169,181527
3090425,71372
3786918,216386
420839,14229
3165015,75191
670573,148156
153383,19631
26588,3095
8377927,2378394
21120,2417
503014,92803
3547220,787972
3548139,788145
401844,47934
173637,37864
3269580,156315
3163792,145368
24257,2832
203792,27809
2022756,51545
905519,189571
26208,3042
4241246,145281
143485,9865
3547436,787989
28423,3394
27687,3189
2512990,430007
3895241,134493
3055251,70230
311311,66664
266751,26954
3533138,786380
1671896,69221
3545251,788035
28631,3464
2927271,61878
402213,46109
236958,14971
439910,96112
640199,144009
20880,2418
413274,13824
36918,5776
219563,28329
231657,15097
459931,87153
33503,4754
287276,38076
28889,3386
8690882,2461662
36979,5811
30933,4356
8678423,2459072
24836,4030
417968,80666
488035,86549
313971,36161
3549320,787944
107227,12284
24275,2836
4575023,213451
235552,14701
630059,130262
505757,91203
28840,3481
3905983,924966
124273,20819
3546973,788056
1738306,73748
28634,3391
28421,3382
27048,2653
275534,9829
9338040,2729314
408799,87612
28815,3380
292487,36201
2014670,56402
27992,3226
28710,3434
28528,3383
4002648,257473
3547689,788143
798314,100782
381103,12154
27365,3185
3095183,186257
27638,3185
21282,2413
20129,2616
2346003,653310
233388,13733
36969,5792
3827044,893025
3530380,785766
31671,4017
7234088,1993857
235449,14389
2258824,631502
163432,26332
3543845,788038
182647,31141
1285041,269438
232235,13602
117235,13796
6215194,1754819
265434,26328
770962,155660
1538976,217364
21338,2426
3847363,892456
3546850,787947
3852880,191256
372427,70946
2322278,550298
21512,2458
3376015,185116
2330072,402588
33553,4751
33189,5246
114382,4897
20724,2794
3062994,153499
28314,3394
3820178,167155
480092,102382
391169,64989
24366,2821
27505,3218
2219966,55267
303559,62665
380510,12062
2452864,525622
3694144,173669
3547822,788005
182885,24424
486466,86101
230857,13592
264231,30047
347069,38737
28858,3491
240010,46731
33445,4751
343533,59350
4151511,193879
21269,2375
1922359,81719
36697,5743
96618,10947
1439065,60786
3847559,893255
2001463,50021
865379,68551
27576,3222
36777,5730
3140706,72174
3853565,896345
3698191,811135
265814,26338
28258,3289
33382,4761
2533091,436604
37488,5856
3090885,634095
2997048,126661
1978876,51006
561533,70078
2425327,430335
28999,3432
12965129,3722161
657357,148175
230135,13599
466708,88175
35690,5663
867949,176759
450115,59238
198021,43817
983247,134464
26942,3155
1106530,237748
18745,3553
3821299,892463
239996,15135
309855,32579
24237,2836
562903,74600
106442,15772
3327843,537310
1305617,284860
1311226,283163
4543377,211682
22725,2621
21269,2446
3534953,786504
226642,14174
26899,3099
30969,4387
33107,4682
27935,3233
8390584,2315269
3123978,71900
8832364,2458757
3599566,205658
405149,14298
3093237,835774
908903,192523
36975,5834
28551,3415
27550,3202
4031392,135344
1878804,80155
118774,18234
2076040,91121
28593,3378
3180721,104332
197075,20322
3905183,925090
455717,79411
7806367,2157535
745422,147020
260435,19066
4104682,167781
4392858,187870
30927,4358
21437,2462
230018,13725
232067,34658
231749,13614
35547,5598
244473,15591
27606,3112
27665,3143
9210013,2546386
28516,3414
5271634,1201878
2948361,151664
621600,119515
2474320,530322
3545549,787929
2556776,100179
26496,3118
24978,2336
24703,4003
33269,5260
6967988,1920884
1053748,143084
371892,11504
208512,28076
533078,15867
246371,17252
231899,13560
28658,3318
28888,3513
24230,2838
840615,115369
650212,144008
314866,65486
3963856,200872
3548059,787961
6526406,1828232
632213,26593
2941793,64532
422721,79033
110640,11719
1762876,278405
475881,89623
33100,4741
2877978,136732
27952,3255
111709,9800
241136,15283
116938,19668
3459567,749753
1981298,204668
127268,12874
238031,15007
188680,23347
688421,120003
211510,40723
418740,13482
2461969,526143
13447621,3845480
910474,157553
150286,24104
24185,4041
3049848,135004
3021007,69164
554632,103779
36577,5764
7708181,2188087
23931,3847
28242,3320
3532531,786673
232543,13680
903810,187172
20803,2414
588620,132493
27975,3200
3098854,70482
121950,13022
232150,13621
3857996,892602
28394,3995
1175749,167941
3763920,127429
6107683,1712140
4094010,193597
2511558,538178
258858,37509
28713,3401
28686,3416
3285357,708024
28381,3417
263363,25637
27267,3168
27357,3181
26664,3100
593175,111726
2503444,536565
4619221,493449
255412,40044
1986401,530678
3883011,925093
28422,3298
572353,124168
3126304,70975
33221,4687
21242,2408
8338980,2307071
23743,3893
3852139,186089
28435,4013
239469,15699
6783380,1908563
27721,3233
2944707,64409
2429649,520562
4055450,142659
267472,26278
6587171,1846102
133816,18606
3251767,141733
233907,13739
3138553,71867
20635,2384
441645,51092
810995,114480
3092073,71528
3135681,103684
890453,136262
5178621,1188992
3523290,188404
28265,3309
7233688,2106554
25973,2603
21547,2448
1629308,67858
2486707,491086
22894,2632
20519,2353
23699,3873
28565,3403
24321,2836
3895083,925615
1807944,250295
2353337,654906
31762,4011
1860115,78716
3625450,760239
3350888,165212
1104703,47706
1154157,252952
461293,63249
3548755,788367
239812,15095
21138,2425
27759,3222
31898,4040
1288150,284199
3688466,159945
219514,28333
24459,3988
31845,4026
381674,11899
880287,109538
968610,138132
1849971,47097
655124,144009
24472,2825
22756,3688
3108666,70450
5768867,1598332
4341704,202885
135865,18757
241635,16903
105362,12411
28346,3363
538743,89531
667899,151647
184150,31340
370967,49416
796479,161694
612802,103309
1647304,239944
2550623,428776
28794,3419
1648805,67961
20880,2797
303526,62678
3504431,176975
270703,6983
24168,2827
26459,3044
27535,3095
893744,192634
411457,53988
2930120,62668
142628,22666
1676695,363013
33487,5321
198719,21560
5836535,1668194
626399,127558
3545252,787827
1574435,234839
3874107,910330
794647,158569
890083,183998
28758,3415
28698,3399
3758119,164982
23789,3854
503105,91179
24731,4011
3284813,109429
3854922,909530
3805779,888789
2781030,117989
3872046,912948
132462,17760
945690,40394
219804,32285
2969323,151329
2532008,431829
541163,61453
231370,13732
920790,191754
2056364,548161
1870905,79399
3475116,154596
432618,81981
28341,3349
116939,12040
3549081,788419
509525,75068
28462,3367
20184,2623
3982279,1091543
7037196,1988653
3545379,787966
28151,3323
6413424,1795095
1399700,79934
2504978,379002
3306605,157110
3521804,181315
641826,95130
4798786,222066
13153529,3765050
1853634,79226
464481,87717
369746,11831
267598,27179
799659,113582
1006404,211469
24232,2814
791741,162562
27655,3247
3112228,153015
7497472,2053375
24334,2796
37596,5898
204027,42051
122422,14170
3874411,913304
3821362,892951
3802017,203951
36562,5726
27807,3185
31569,4017
200519,44006
385758,11705
6127056,2303959
24205,2796
3095415,71196
303909,62754
857657,179158
3827369,896330
1896421,79905
11304263,3227160
1162730,170835
233477,13674
21544,2438
228919,13700
521421,108289
4217232,216722
37034,5828
24012,2788
627444,26659
12618241,3585111
33312,4718
27229,3078
6244509,1404406
232976,13608
33575,4709
2890224,146429
876569,182986
82603,8589
35755,5626
1223726,34011
232600,13988
767363,171558
7162314,2031364
146458,26486
2525787,539454
6314462,1769866
28524,3448
1033991,206379
394123,14168
28668,3393
1475325,49332
37029,5799
31007,4368
27647,3186
3857811,896436
281762,37319
28529,3361
1041575,196928
24365,4001
1538942,217372
28890,3505
238470,15472
91424,10780
3876585,223634
33535,4746
583100,89194
606674,71558
35761,5640
2291132,324992
28544,3366
1135670,244415
229416,43051
188842,37450
3693744,810870
9696067,2733707
21277,2436
236323,15574
649818,148175
3838606,892483
73263,11143
3534144,786788
229576,13625
27772,3137
3106135,72236
20664,2375
232191,15781
8445034,2359658
28473,3431
5734220,1635171
1978511,85297
387024,82315
31676,4035
20800,2379
3897098,913404
839424,174792
28596,3410
370320,10884
237099,15558
1181210,150367
274385,28141
21386,2459
1872035,79640
698468,135984
2498825,456395
36212,4298
24742,4022
3054783,70659
28598,4041
28076,3223
3548149,787948
28794,3369
107250,12470
178999,30931
3197093,70997
230674,13650
3767351,188853
608347,128866
22732,2608
257906,25879
458974,89704
12476677,3600471
3141737,71450
1074281,147829
1189418,29037
4376728,178816
26226,3013
24029,3832
2779399,139813
24229,2805
3852965,913479
421228,71865
255727,25566
3266508,146619
732432,19072
26931,3066
37170,5853
437458,75411
636343,121133
8567079,2456337
712016,28954
1668931,361995
3547353,787941
26865,3072
8431960,2359840
224122,13663
1106102,237683
28941,3453
519944,92632
24914,4034
3259250,179152
36558,5716
92287,11451
3546233,787928
28778,3361
761345,154812
169503,23866
3789758,747055
28582,3362
233338,13663
37050,5814
6362038,1758134
37231,5831
1305523,64881
123248,13906
269917,53735
100360,9732
1165359,167818
445184,76325
3282506,144344
28644,3460
27319,2555
31964,4036
1172155,34704
3293194,165526
233805,14266
749832,152450
28146,3346
26611,3104
1860537,79192
239187,15393
12261005,3471683
235723,14857
152269,19952
3548494,788330
33735,4723
21516,2469
10138134,2977050
33424,4725
28728,3390
5530691,1271293
258179,34941
614072,25896
806304,168121
3546168,788287
162732,27764
3281520,704257
8147505,2346834
37301,5871
123038,14856
3874076,897219
6379037,1451856
235617,14896
3151311,150465
3098636,71774
37510,5852
420246,14495
63407,8050
27675,3228
26793,3065
399099,72418
28380,3103
37010,5772
243532,63364
28975,3346
293709,37785
22624,3663
224755,13616
3138824,72332
27456,3217
61491,5888
28840,3436
230714,13714
1946329,531298
379807,11300
28913,3441
28862,3428
3548266,787904
33421,5279
134001,18262
2019337,555248
1391243,296513
5797154,1600748
28765,3436
21508,2435
22769,2639
568696,119761
825566,173864
827505,112551
38096,3704
21356,2439
1854172,78385
77242,7268
230855,13708
3890865,914677
491068,18036
3629483,143912
24052,3810
736591,152173
229867,14415
33479,4707
1311803,251211
4095325,465800
449590,50225
825180,173840
38070,3703
1606607,66790
569407,29755
628332,50623
237006,14693
27527,3245
28442,3395
3547790,787928
404081,13519
232332,13611
28689,3479
3932571,131620
381553,49099
7685292,2141817
24361,2823
383740,75300
766169,109122
922286,137402
27493,3107
3890293,928925
27386,2915
497844,90965
120670,13722
3547460,787942
229985,13574
235065,15375
6132197,1748941
3546757,787985
407522,68809
436372,74905
1918110,81618
24391,4001
229388,13581
281715,37312
24325,3991
802432,85031
3862672,128177
233223,13901
3441130,745704
4116944,139664
243830,16746
3852951,912841
27351,3174
3544541,787972
3535182,786830
233103,14124
194941,22381
27263,3204
33757,4796
1094332,234647
450006,77718
27198,2812
1246406,34697
1996927,530427
9594788,2727566
240280,15177
251109,30195
80204,9630
9498375,2730081
28975,3409
462902,88143
26507,3090
928655,177931
1265107,34516
216027,24429
3879426,908786
3778560,174507
28937,3452
103087,11763
230312,13662
2937418,132047
6246193,1745646
122836,15811
198173,41043
473687,99601
538887,117445
239551,49699
225771,29071
28398,3343
95261,10950
33254,5259
33175,5266
522383,59292
245847,17207
133725,14333
28808,3396
844030,172114
838303,183090
21187,2418
1823118,81366
2409743,515950
27594,3068
28804,3390
27296,2853
268036,36621
1915568,81185
173613,26701
2748939,116511
4250387,140380
3546534,788011
374796,11135
24042,3966
100760,10546
3004708,72046
232743,13722
1415564,60211
102178,9633
3547867,788307
603111,144009
9128547,2609897
3843659,892496
868157,171184
627530,27044
3546968,788049
409545,20379
30779,2792
198576,43822
861819,55656
24886,4045
3847204,896382
21457,2447
3862876,892548
3583408,494716
732372,92730
26423,3095
174503,37950
24041,3823
3492867,171653
1114748,240027
286943,37899
231064,14356
253742,30264
225551,27818
3867217,908697
33446,4721
3531137,786062
629756,93535
2210351,476426
231937,14908
3931119,944689
723036,97683
2429053,519347
185458,23067
2339942,395168
953338,139586
6117757,1751179
1145778,244343
1124291,242298
1127274,242306
28437,3401
108649,12769
2943405,124880
33049,4695
3017066,71183
8116142,2300007
5760408,1216648
347761,71153
560362,41718
24300,2816
156432,26966
3155613,73191
239216,14841
236994,15786
3203530,424826
4129125,135189
28890,3360
36929,5831
2523602,540741
791410,164178
28635,3336
28265,3330
376842,61922
3873900,913286
8522085,2419400
3534411,786422
470765,88984
24213,3999
28471,3346
339116,45806
2459900,111576
17239,1671
1849435,489128
3856435,912712
27486,3156
22866,3686
234832,13873
262644,25887
24968,2329
33426,4713
231056,13643
243511,15839
136283,15868
2034104,542749
160672,18336
164033,27894
3811469,892433
230896,13676
840820,175300
209548,26758
3512571,204699
28409,3326
3872276,912936
227144,13621
639037,144009
37237,5860
464196,88385
3789979,211159
3696042,811361
87590,12090
2779335,129484
424016,85894
28289,3456
28734,3343
3763797,1028307
24380,4001
588006,127769
2458270,404649
378786,12087
6549707,1479503
708601,139956
228537,13629
312291,65339
293863,32732
438673,92045
646649,27332
853927,117483
8320508,2306943
26832,3156
7422887,2077648
1875584,79550
234489,14599
413606,86093
1178282,34043
27317,3205
3213379,155737
3203151,143319
6290716,1412700
409300,15100
314496,39429
23557,3827
200042,30788
152258,19951
234295,15397
781850,164573
231437,13726
6213199,1748903
4016593,607429
3942782,944304
24216,2807
185906,32595
3865711,908935
231123,13730
33664,4774
254406,32754
3694831,810527
3904713,191503
28664,3399
4666653,217059
866434,181254
2501630,537038
33343,4773
247159,15858
3866209,221996
254361,51914
22022,2503
28489,3276
114992,13438
27864,3230
84657,10325
28574,3354
28489,3330
31985,4009
23818,3817
265106,26755
273840,36531
420330,14507
3537131,787561
5174280,1183734
1928511,290489
3973406,281633
2408092,318284
1872751,482527
233567,13800
29045,3414
27955,3265
23502,3857
207386,23126
406417,14738
27475,3190
855207,173848
958226,143957
175475,38109
7258981,2062229
126726,13054
2208803,90599
478266,101845
3105083,72009
12163965,3468601
36066,5656
5571094,1256701
107229,12387
185354,32711
56854,6362
290752,23905
545439,110897
47317,5698
33488,5318
4618792,210544
2918628,123733
33916,4754
263643,26441
3876943,912931
455050,89328
199741,38889
8839310,2485517
1079554,230435
918031,38882
3850105,892719
292395,31235
3210554,72610
318874,61965
1876710,79735
183453,31177
2705194,106257
241760,49246
3804654,907113
10425,938
28588,3358
389218,12139
33947,4789
713357,139156
64534,6984
3312403,121948
43360,4580
24262,2823
28719,3414
230755,13662
3027663,69053
24176,3831
8411810,2386324
230107,13647
262765,26760
4026327,1121070
1058944,205984
421675,54222
22482,3666
1056918,151783
1964030,50285
7150554,2024246
232934,13647
3883441,925030
8316666,2359196
3332130,717483
4513974,219596
185051,29880
2077520,90785
3920313,952160
33574,4729
3549296,787924
23698,3817
3860940,896472
172157,20336
399533,13178
8410208,2380641
232233,13568
1295858,271020
224787,13539
223874,45304
1223475,266476
13564544,3847814
21291,2434
3464250,177350
3844634,896386
3282227,161421
229928,15193
384165,82937
36496,5716
24943,4047
21492,2436
4055812,623011
1280059,181442
3041607,69286
1419515,181290
529564,113044
21148,2450
6529157,1474749
36855,5778
1174867,96149
2865177,143858
524833,64571
13423753,3839943
564883,105396
3870987,909053
103367,12070
28531,3409
33515,4748
23812,3830
26510,3115
28842,3371
1035670,174965
1124506,241401
423955,88062
570680,120089
1007945,31809
7799270,2225720
3834792,892936
2450070,524102
3204059,136937
3547318,787975
1970674,49829
631354,26516
840168,173822
6392366,1444911
3533618,786299
2316912,45195
1372223,291477
2460905,526642
3702764,178882
5222457,1193125
4065446,1063431
2993151,368540
944759,188575
28823,3504
3547306,788030
233418,14238
265587,26371
3726337,162166
3836913,892495
28221,3380
3533454,786516
28985,3398
568857,103720
411932,13953
3662999,182210
233102,13668
33374,4730
265851,26722
54919,7026
3546843,787927
64248,6933
28687,3306
734851,144725
3840243,896352
237131,15042
3547019,787935
3952539,1094023
336691,50580
7490742,2072077
80435,9400
3019021,182211
36897,5800
27720,3110
51633,5970
959510,118731
130968,18540
27820,3196
3927353,170671
21382,2425
181532,26419
240630,15246
28514,3416
28726,3435
1270405,266417
615083,117517
323524,46266
24387,4009
237504,15065
1938554,517174
3892098,913301
28925,3386
16416,1403
28723,3386
28244,3379
431416,94066
931848,185351
3083553,72453
23569,3818
3635400,119573
1246408,158845
1088846,162700
28813,3312
12477761,3601281
33466,4698
233608,13694
28411,3473
431116,91631
668777,148195
7027983,1987623
1328239,87000
512037,56655
111343,12648
246138,16351
4331692,219170
7006217,2033470
3533191,787008
23817,3817
27455,3209
387204,79665
372204,78428
3546906,787996
3546800,787942
28499,3365
33276,4728
22794,3694
562826,102857
2884984,146649
24385,2814
28414,3393
626256,26642
3732577,175629
629901,133146
3880562,913335
28803,3437
2446954,332796
200576,44009
33370,5284
27700,3206
24284,2803
3838719,127504
7438161,2066903
43617,5915
411069,13150
4814371,217129
28461,3373
571280,106928
1382634,158743
8554144,2377205
60390,6803
148605,18265
22576,2295
3547862,788419
818845,164149
1651517,69396
2751997,409322
146165,22402
28662,3390
104219,11920
8293663,2374773
2946777,63097
33505,4748
13262798,3850497
3544910,787823
237952,15228
45823,4695
7114449,2025370
65506,9020
1261107,265208
3545711,788086
568082,118424
195847,29704
1366918,147491
228968,13648
233720,15522
3936252,167213
2978356,152274
101730,18627
27754,3178
27640,3222
2944545,64162
3879492,925425
170153,19941
263712,25663
28732,3406
6325592,1426515
3903403,928907
6612697,1871851
201919,23236
517163,107168
33371,5283
36561,5744
6645210,1870063
255843,40115
228191,14275
2543030,352601
23463,2459
995092,195418
3914277,192834
23792,3817
2615855,454047
206103,34942
895112,186536
4128785,464483
1451608,154433
28611,3156
362070,11012
447520,96850
6343018,1430351
27564,3162
22677,3673
3042469,145149
365932,48007
770799,155272
61496,5888
3211443,72804
884105,182185
113107,12737
4030691,1121557
2022481,536095
33538,4774
33560,4711
26828,3061
3531185,785756
790222,161233
3626201,160918
2452121,525367
79664,8417
1384049,295024
5845728,1633826
26813,3123
186832,21450
2515054,444400
9279077,2684973
11262536,3220696
21486,2454
9189824,2607988
1306702,182281
463182,98207
1531692,225215
834793,175036
28723,3382
28373,3347
237003,14733
12447008,3592143
232295,13749
5096115,1166243
930479,194963
3547394,787949
8464148,2446139
801589,15665
2002756,51509
22800,2634
28828,3394
188533,37392
842703,171716
227500,14131
28613,3404
27537,3104
2512695,538246
264680,26517
196373,38709
160350,17944
950179,40541
329298,51682
149080,24810
630401,26879
10114372,2853321
742423,152596
246203,49505
36624,5766
28758,3398
596706,112405
518530,65724
328900,42829
238436,15533
7672791,2137628
2039924,301235
2011035,50625
234089,13767
1251407,267251
228252,13935
28523,3417
33060,4721
933982,194103
1685993,70835
471983,88468
12127777,3468295
37276,5858
37089,5847
27532,3141
1394884,295546
27567,3086
5688515,1590012
3322515,109453
27354,2857
6316660,1420773
3836328,892599
2959258,143679
6227182,1751756
28756,3371
229210,13499
2891959,133996
984406,199550
28448,3399
26673,3045
11787665,3468257
5784498,1635563
217188,28387
1293859,283616
28792,3491
24464,2825
860746,175638
28447,3377
128153,20419
400816,13662
225327,14047
3546739,788021
3543477,788016
943468,187850
2445936,492725
28502,3401
239444,15308
28379,3376
247407,17127
21597,2458
228732,13682
2236004,300186
303042,55528
27640,3220
3666023,211567
411421,43298
3547867,788109
3440613,154668
3856412,909447
128669,20478
3547443,787987
3547588,788143
403285,13933
28907,3385
21485,2419
5701928,1290177
471396,88482
24331,4020
982582,198387
3894408,924952
497986,69143
752963,153530
462507,103528
28784,3390
3902826,929285
37190,5866
4386923,204464
1077668,236170
422351,79222
799660,164205
3544324,788024
37191,5838
1874894,48091
26835,3063
3547559,788310
3877428,912140
2994326,130548
185252,29543
12139935,3471055
27729,3137
226204,13617
253194,27876
3624869,223624
37151,5838
92903,12582
1209917,35076
21203,2429
24227,2846
3547140,787991
240588,16361
239010,49095
97501,11312
7632703,2222816
431471,88638
31194,4402
3803357,192986
28558,3402
400854,14091
21171,2423
736171,152063
1128821,47685
3535761,787003
3246727,152459
24290,4002
102977,12408
6703844,1905797
2944926,65492
802439,85043
30894,4380
4697561,208745
23118,2439
264262,30048
3403594,738044
561557,109769
4001629,201311
3536144,787233
137835,16236
3781500,222239
198535,43884
3896758,909634
852739,173548
1837929,78695
23638,3886
344615,40422
3880544,906150
239506,48405
320284,39926
3813539,129246
3545186,152967
2975065,145341
734303,107252
173760,37899
3886560,924992
2266618,484193
239751,15073
28865,3440
464634,8766
3631988,996738
23752,3827
1399768,59265
205508,39163
28042,3085
8993155,2542235
1170840,139665
36557,5724
370605,11033
1011663,199582
5495161,1525590
28143,3324
4151260,596287
855713,148951
28813,3405
3547329,788015
2875277,141380
28603,3381
7438986,2147085
485039,58274
229647,13557
1940559,73875
458300,15717
7875527,2227196
36993,5747
229869,13503
424533,15606
3979413,238577
225916,13740
24097,3853
476025,9286
3544925,787831
172429,37828
8309918,2422134
35544,5620
11699450,3348959
3440702,165230
27759,3225
21279,2411
235041,14516
3547067,788090
421327,78822
36987,5821
393246,13421
4020130,168352
4750929,220518
6441200,1872395
22512,2609
29026,3448
3127819,151951
8062864,2295446
275572,29791
653305,144008
3950326,158697
676064,139067
11951,1443
3349617,112288
32903,4701
27530,3093
381531,49092
1571258,400647
401479,83096
33340,4712
28695,3357
28628,3406
228930,14518
3032036,71000
230168,13971
2217659,602408
785477,166612
28628,3435
510623,65451
639333,27102
433728,15408
150790,26774
27723,3209
8813229,2503249
3838386,191185
266562,26772
27953,3381
870509,186299
1884937,80501
390049,13887
268071,26333
361349,69601
28841,3374
1895782,502584
163399,24875
229677,14338
104167,9871
3531111,786051
102890,12026
28136,3371
28832,3492
8273181,2358027
6027400,1364981
3897013,925124
3547932,788118
4558011,483119
983569,143645
6263375,1414387
560426,42748
539848,75768
7298,589
247450,16873
756652,149377
2550920,349844
3544070,788023
27550,3214
480042,65146
3547245,787872
395578,20114
464928,61702
21534,2459
3876179,912942
27797,3191
4481643,675210
23935,3827
619789,116359
551965,112137
6387799,1793397
3193092,130547
26440,3032
706836,90514
28498,4029
235510,14468
568636,103746
4224866,199152
228361,13701
3337844,168571
659556,90019
233137,13693
8887905,2460856
392887,59856
3533185,786165
4600687,213986
1111780,239235
1247983,266838
1118572,239234
94910,11020
3878519,922164
602158,124029
2443167,523294
610334,123403
24194,2827
21248,2434
24179,2814
236572,14780
233765,13675
33458,5300
28551,3365
1901764,63035
1130644,211836
21316,2443
895278,185531
325155,43302
2504980,379002
33652,4742
12181593,3477880
22459,2576
743833,152693
3037795,70093
3547513,787965
1349639,96419
385241,12150
28660,3158
1992536,51194
3218241,158884
28542,3359
28888,3413
3148058,72960
156728,35193
28574,3134
5955827,1672490
237411,15091
274144,28381
29143,3444
27701,3207
8113733,2300930
3641515,540213
28392,3407
108196,18761
163779,23797
3548894,788184
162770,28364
232714,13581
1645068,356361
3208159,72319
21479,2466
2326674,650041
1759152,74856
652612,134098
32821,5234
415812,80254
23344,3871
3192714,70503
1891526,64589
28723,3412
1041030,165342
932867,123112
22750,2623
906218,178327
23742,3880
148587,18260
503954,56737
225977,13960
3532263,785989
398874,14137
231926,13562
545739,110551
969404,191568
3123583,71898
27628,3116
27823,3193
24102,4003
2467439,394163
1538975,217365
142928,16221
27703,3233
28350,3999
7582450,2142994
635247,93287
33771,4818
1280030,181442
877672,184255
33919,4803
28336,3420
56628,7213
5837577,1605356
3005292,69528
925417,102859
2764820,117187
3546969,788098
23594,3818
20846,2373
415618,13471
26849,3077
21297,2432
28614,3321
28580,3401
4619211,493444
3790355,177893
24717,2848
20517,2320
266970,27501
231730,13700
33186,4705
2177291,206743
7072210,1986509
28759,3384
3204616,186455
13466988,3849088
3010531,128724
457422,16977
268926,53582
28145,3977
28744,3396
26683,3143
4070775,1088519
21446,2455
1791971,395530
6378017,1765523
882668,178774
2824507,404805
857840,176108
3544947,788025
605342,128415
614772,26028
2979357,126013
22298,2540
1379449,66364
31043,4399
574844,124698
24194,2833
276323,28689
33489,4733
4151994,198441
293777,63023
24125,3814
659543,90019
2433885,295820
733056,145493
33462,4723
651059,124621
26529,3075
525131,95937
2973601,100673
4803016,226642
152257,19951
2848758,130830
292378,24472
249294,30552
21333,2425
233150,13676
1132705,248590
349178,43164
220800,48072
11625621,3352353
503062,107376
1251669,108710
2702903,117227
3192247,70238
22664,3694
28521,3379
20862,2798
7032821,1983762
30859,4347
223515,13660
207736,31877
35409,5613
27531,3142
28604,3371
428794,77863
687435,132879
261451,25502
226723,13604
3546531,788007
1140131,243842
33781,4767
28472,3383
3544686,788037
3881382,155324
384199,49857
203088,33871
22756,3680
28542,3392
206420,28797
33392,5284
266938,25665
28438,3426
321158,80389
414074,70322
1837524,46491
28879,3413
28593,3292
3533101,786386
24513,4004
6374400,1438543
3885070,190904
37343,5864
3049313,69446
548492,111252
384065,13137
28029,3243
3546765,787965
235365,14745
585268,127238
233097,13725
499362,67533
3485872,774607
4339796,174581
21244,2416
562825,102857
914847,163773
28494,3410
7775975,2148967
322757,35994
21362,2420
77467,11207
24232,4067
21289,2438
221996,13945
3869412,913001
24988,4044
667899,151647
2114259,587219
24183,4028
28454,3116
28591,3408
6629205,1494518
202290,24984
150883,10082
3485748,162008
3884198,913278
37165,5825
851604,133233
123999,21110
230628,28156
2555560,62405
21478,2463
154076,21892
292292,24174
1171984,34694
253053,16791
829726,172081
28764,3384
5768191,857625
188238,21452
1231366,34339
3529499,785652
24681,4019
2602613,292250
11656412,3343635
531499,62207
33011,4694
33539,4755
6217482,1403951
3853290,906212
168600,23765
35476,5603
1402566,298183
3325098,203290
239011,15681
28186,3381
3829672,884770
108220,15905
29045,3440
27598,3223
1221774,266341
4668795,208895
3547143,787959
24139,2803
28475,3405
11668623,3349046
23800,3831
28404,3408
23522,3839
330265,71908
6434002,1445468
234212,14955
27762,3223
7185887,1991139
2211942,476721
30817,4341
411452,15714
1001430,199734
3105409,99801
21576,2449
20742,2387
439808,84842
257316,18498
1114380,241544
28383,3996
24411,2826
1842526,117666
1887952,80218
24443,2841
269077,27487
21525,2462
9283797,2606135
410187,13861
851256,173265
33473,4716
7751681,2223206
431853,54211
541014,118128
21406,2411
437209,80607
3905300,925050
336012,44080
26537,3104
24004,3840
27545,3127
28469,3391
33459,5305
10860483,3103824
37320,5872
3035845,142490
87611,12069
806404,174138
2360208,300619
37000,4060
33720,4766
119440,14418
83366,8702
28439,3328
273252,49487
544387,72600
169930,23815
5659523,1592433
35995,5665
29056,3422
22582,2614
627621,75193
21476,2452
33806,4744
2429325,521651
1866753,60580
3534739,786774
3332042,193903
811795,167467
28758,3388
392866,59855
1428575,61406
28451,3350
188865,37462
28553,3398
3050621,72371
471185,89182
702741,139172
24605,4005
7407516,2105226
138715,23424
7217880,2061538
3765007,199233
1118807,240778
332027,50028
2440333,522809
479222,17486
1283598,174332
621595,127296
1000003,188946
975182,185042
198721,21560
578568,131714
3898209,909311
4781610,1346691
240676,16643
23169,3835
3921775,1088283
491153,100594
6094442,1678240
232699,13604
104995,12200
3545514,788089
36855,5778
63437,8052
7815610,2159582
880495,177018
21508,2463
235562,15550
1222792,266472
24479,2845
28770,3327
421863,79111
1847813,78768
35437,5615
8920884,2471036
650212,144008
382233,67667
241544,54619
23558,3825
235393,16000
