asm_regs_edx,asm_regs_esi,asm_regs_es,asm_regs_fs,asm_regs_ds,asm_regs_ss,asm_regs_gs,asm_regs_cs,asm_regs_ah,asm_regs_al,asm_regs_ax,asm_regs_bh,asm_regs_bl,asm_regs_bx,asm_regs_ch,asm_regs_cl,asm_regs_cx,asm_regs_dh,asm_regs_dl,asm_regs_dx,asm_regs_eax,asm_regs_ebp,asm_regs_ebx,asm_regs_ecx,asm_regs_edi,asm_regs_esp
130,79,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,337,153,65,85,167,183
471,471,0,0,0,0,0,0,0,23,5,0,6,3,0,61,35,6,6,4,673,528,341,570,282,59
16,36,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,49,51,20,163,176,91
161,722,1,0,2,2,0,1,35,76,9,6,1,0,40,25,0,37,25,4,1575,1319,374,327,601,161
1125,26,3,1,3,2,1,1,5,24,6,2,10,1,4,29,3,2,7,6,1212,1555,25,1216,27,94
117,52,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,145,144,56,110,276,272
125,44,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,142,150,48,155,250,271
465,568,12,0,10,31,3,11,31,165,20,37,37,4,32,56,5,47,26,2,755,130,506,534,485,283
10223,9877,0,0,0,0,0,0,0,97,308,0,6,0,0,125,46,0,21,31,19003,6097,11233,15919,12877,303
755,3020,0,0,0,0,0,0,38,593,100,6,172,13,8,195,11,18,118,3,5468,3079,1641,2754,1883,842
31,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,81,39,259,121,1
1023,16,0,0,0,2,0,0,0,12,2,3,0,0,1,24,7,2,3,5,1269,1421,5,937,12,98
492,347,0,0,0,0,0,0,12,66,12,0,24,0,0,48,0,1,50,0,772,661,187,891,233,93
1204,2174,0,0,0,0,0,0,5,224,18,4,30,6,5,145,43,1,26,16,4056,1710,751,1822,1118,805
105,72,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,157,150,87,108,246,272
31,73,0,0,0,0,0,0,1,32,0,0,7,0,0,6,0,0,6,0,128,33,36,114,32,122
117,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,85,145,72,114,260,272
97,62,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,130,151,65,100,291,271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1487,0,0,0,0,0,0,2,480,0,0,6,0,3,2,4,0,1,4,2787,1100,788,899,975,266
1066,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,885,5,991,5,80
34,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,81,38,24,167,1
739,936,0,0,0,0,0,0,0,87,60,0,58,0,0,207,29,0,115,42,1204,752,318,1033,411,286
12101,10096,0,0,0,0,0,0,39,2490,290,29,823,229,34,360,115,0,1073,144,33898,13677,13140,6793,4760,4038
3383,11772,0,0,0,0,0,0,69,854,221,9,369,30,16,328,118,20,196,52,20491,11254,4051,11494,6007,5705
71,81,0,0,0,0,0,0,13,1,0,0,0,0,0,9,0,0,0,0,128,134,82,127,264,264
570,647,0,0,0,0,0,0,0,44,24,0,33,0,0,60,14,0,20,15,894,618,305,740,333,254
147,69,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,164,181,91,95,232,225
1115,16,0,0,4,2,1,1,3,18,6,2,7,0,2,31,2,3,5,5,1208,1546,14,1207,17,100
143,66,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,105,156,54,156,244,200
242,205,0,0,0,0,0,0,5,93,80,3,19,4,7,68,63,2,43,22,1078,2089,101,498,141,507
105,172,0,0,0,0,0,0,0,16,2,0,10,0,0,19,0,0,2,0,366,109,133,215,134,318
363,244,0,0,0,0,0,0,0,18,10,0,12,0,0,63,7,0,3,12,514,515,139,394,191,54
411,370,0,0,0,0,0,0,0,144,0,0,80,0,1,96,0,0,113,0,721,301,251,893,251,120
576,4613,1,1,1,1,1,1,4,57,48,0,2,33,0,22,146,0,8,15,8083,5651,1664,3247,3870,1000
1176,869,0,0,0,0,0,0,37,90,50,0,12,0,4,116,9,5,86,11,2310,899,858,811,616,2333
1113,26,5,0,6,4,1,0,5,30,6,4,7,1,8,37,2,2,8,2,1224,1548,20,1223,26,102
3755,3885,8,0,0,0,0,0,55,607,225,7,431,45,55,1032,218,9,638,218,6987,2286,2027,5344,2173,2909
554,745,0,0,0,0,0,0,0,72,118,0,59,0,0,113,30,0,79,71,988,397,243,898,334,254
13,35,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,99,34,34,32,39,46
41,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,81,36,39,128,1
108,75,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,296,147,77,119,175,185
433,379,0,0,0,1,0,1,2,12,2,1,1,4,0,3,0,3,0,2,494,102,456,364,359,828
202,266,0,0,0,0,0,1,3,4,2,0,0,4,0,1,0,0,0,1,331,96,284,176,227,423
129,91,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,347,186,103,139,211,224
121,81,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,337,189,113,144,215,225
84,73,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,162,147,83,98,238,272
110,94,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,179,186,113,115,192,224
34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,81,91,26,132,1
682,4088,0,0,0,0,0,0,0,151,23,0,73,5,0,59,1,1,41,2,8383,4342,3082,2660,3196,1344
869,729,2,0,0,0,0,0,10,111,123,18,31,3,10,144,129,29,70,147,1654,1034,318,1265,446,356
55,32,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,83,80,53,186,206,151
140,74,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,158,153,61,91,212,271
174,153,8,1,10,13,0,4,22,88,0,28,22,1,28,41,0,28,23,6,319,511,178,198,180,96
1077,924,8,0,0,0,0,0,12,69,80,0,12,2,17,108,57,0,57,97,2283,977,485,1519,737,889
142,185,54,0,1,1,0,0,0,5,1,53,50,0,1,109,51,0,0,53,479,281,268,678,339,224
1180,2195,0,0,0,0,0,0,5,223,18,4,30,6,5,144,43,1,27,16,4028,1709,769,1818,1084,807
106,62,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,174,155,77,103,242,272
21159,27239,1,1,1,2,1,1,237,2570,473,4,1004,44,23,1830,159,19,1177,103,48314,21179,10644,36896,15810,25250
262,175,35,2,2,2,2,2,0,30,17,0,1,6,0,29,18,0,37,1,781,1186,164,308,184,185
94,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,144,146,46,228,361,222
151,71,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,322,144,72,75,155,182
51,51,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,70,84,34,195,206,152
1394,1443,0,0,0,0,0,0,1,117,120,1,83,0,1,193,70,2,91,101,1758,792,522,1655,777,378
289,245,8,0,0,0,0,0,2,16,14,0,9,0,0,58,3,0,0,0,497,423,141,346,161,292
36,26,0,0,0,0,0,0,0,9,0,6,0,0,0,2,0,3,0,2,221,45,12,35,57,71
944,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,907,665,5,998,5,46
830,839,8,0,1,1,0,1,2,95,57,0,20,0,13,148,31,0,67,38,1802,1048,373,1215,546,765
111,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,136,150,65,91,247,272
6252,6693,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,18940,6078,14333,16652,14399,301
1674,11810,1,1,1,2,1,1,13,556,170,1,166,132,3,227,623,0,30,249,31862,19343,6856,8152,10235,2145
297,241,8,0,0,0,0,0,2,24,15,0,10,2,0,50,5,0,6,4,496,391,133,328,166,289
60,661,1,1,1,1,1,1,0,8,13,0,2,5,0,4,22,0,1,4,1015,710,276,346,548,107
683,1172,1,1,1,1,1,1,0,17,19,0,15,7,0,5,40,0,4,18,2427,922,737,1224,802,1063
75,135,0,0,0,0,0,0,0,32,5,0,41,10,0,12,1,0,28,0,276,197,97,150,106,41
103,115,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,375,187,71,131,226,225
22058,28813,0,0,0,0,0,0,0,97,308,0,6,0,0,125,46,0,21,31,29260,6097,20701,23020,24712,303
343,315,15,0,13,13,1,10,57,195,0,87,45,1,48,64,1,35,50,1,697,732,345,346,398,179
316,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,263,574,327,278,258,10
396,668,26,2,2,2,2,2,0,53,0,0,22,3,1,55,2,0,19,2,1403,1229,399,622,559,182
107,83,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,149,152,64,97,245,272
1117,822,0,0,0,0,0,0,37,83,50,0,11,0,4,116,11,5,83,13,2230,836,825,756,546,2047
340,707,0,0,0,0,0,0,0,39,9,0,16,0,0,40,13,0,29,11,808,424,213,616,407,232
824,8,1,0,0,0,0,0,0,4,0,4,0,0,2,0,1,1,0,0,830,584,14,851,11,54
140,98,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,164,188,89,114,199,224
556,602,0,0,0,0,0,0,0,28,53,0,22,4,0,73,30,0,25,32,973,705,318,784,401,241
154,80,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,368,187,79,143,211,225
1114,17,0,0,2,1,0,0,3,14,7,1,5,1,4,28,3,4,5,3,1203,1551,11,1212,23,96
44,178,1,1,1,1,1,1,0,10,9,0,9,0,0,2,6,0,1,7,374,212,60,174,93,149
512,721,0,0,0,0,0,0,0,82,181,0,55,4,0,104,68,0,120,56,964,351,262,900,327,257
41,157,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,1,364,130,107,167,126,63
507,510,11,0,8,15,2,9,36,170,10,31,38,11,25,58,4,37,38,3,658,133,520,591,547,279
147,124,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,385,187,73,93,197,225
349,311,1,0,26,3,1,5,11,184,23,54,9,4,27,5,0,36,92,11,279,81,251,72,132,229
539,1897,0,0,0,0,0,0,25,241,6,4,55,8,3,96,2,13,82,5,3104,1620,991,1673,1277,437
2667,12181,3,3,3,3,3,3,23,703,345,5,231,52,0,357,194,3,87,120,21485,16599,5674,10538,10516,2452
1102,13,4,1,1,7,0,0,2,19,7,1,6,1,4,28,2,6,6,5,1209,1545,18,1217,11,98
1034,22,1,0,4,2,1,4,6,28,2,7,3,0,7,29,7,4,9,8,1299,1432,25,956,32,101
718,466,25,0,0,0,0,0,6,82,28,0,12,0,2,73,25,4,22,18,873,720,282,730,320,385
894,759,18,0,0,59,0,0,2,138,89,0,14,0,0,92,110,28,66,97,1630,1041,337,1218,606,606
421,574,0,0,0,0,0,0,0,51,7,0,31,0,0,23,0,1,21,5,985,322,665,503,320,796
117,93,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,306,150,88,81,162,183
81,58,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,345,150,73,127,159,183
1020,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1174,760,6,1008,5,62
1003,1907,0,0,0,0,0,0,0,201,8,0,32,0,0,138,24,0,24,7,3367,1357,482,1510,783,381
167,790,1,1,1,1,1,1,0,23,35,0,2,2,0,13,9,0,0,6,1762,1276,392,613,730,209
980,14,0,1,0,3,0,2,6,18,1,7,6,0,6,26,2,2,4,8,1228,1499,8,1168,15,98
118,76,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,102,150,74,136,243,272
1305,1374,0,0,0,0,0,0,2,265,0,0,15,1,1,43,1,2,32,0,3712,655,808,1951,1018,1067
938,1811,0,0,0,0,0,0,0,201,8,0,28,0,0,138,24,0,24,7,3278,1352,447,1423,743,348
489,752,0,0,0,0,0,0,0,74,112,0,40,0,0,97,67,0,89,60,913,407,226,902,327,241
399,1654,0,0,0,0,0,0,25,278,16,4,77,3,2,157,8,12,48,0,3674,1797,905,1496,1202,401
136,166,28,0,1,0,0,0,0,4,1,22,23,0,1,48,25,0,0,21,272,171,184,337,183,128
101,70,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,129,147,67,261,322,223
138,112,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,278,199,104,121,323,243
528,768,0,0,0,0,0,0,0,106,175,0,49,0,0,109,57,0,104,88,1008,390,262,905,362,264
306,573,48,0,0,1,0,1,4,47,14,0,11,3,1,49,10,1,38,7,1639,2013,445,596,679,174
1098,10,2,0,1,1,0,0,4,15,6,3,5,0,3,26,2,6,5,1,1189,1543,6,1203,10,96
306,321,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,255,606,295,365,267,8
33,90,0,0,0,0,0,0,0,0,5,0,1,8,0,5,12,0,2,2,290,134,59,101,73,32
2241,1879,0,0,0,0,0,0,0,513,0,0,18,0,0,104,4,2,82,3,4960,805,937,3198,1352,1321
2400,2354,8,0,0,0,0,0,19,242,157,0,81,22,19,300,147,3,205,205,4160,1841,1130,3109,1397,1412
40,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,81,44,35,176,1
440,354,0,0,0,0,0,0,2,4,0,2,1,0,0,0,0,0,3,0,383,736,357,358,324,9
351,437,16,0,1,2,2,1,18,39,2,4,20,6,17,16,3,12,43,8,1105,1219,282,430,389,224
186,991,0,0,0,0,0,0,2,274,0,0,2,0,2,4,1,3,1,1,1870,782,512,541,733,235
8770,40178,1,1,0,1,1,0,22,861,1096,1,636,134,5,399,300,1,82,192,74828,36384,16713,37191,23423,18105
3267,12930,1,1,1,1,1,1,150,405,327,4,137,49,4,200,142,1,66,56,27183,18940,7542,13901,10371,1777
158,72,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,131,149,62,111,153,183
517,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,475,331,5,558,5,50
5,15,0,0,1,1,0,0,0,8,0,3,2,0,3,3,1,3,2,4,17,10,15,11,3,11
1335,1596,0,0,0,0,0,0,0,453,0,0,17,0,1,121,2,2,80,1,4384,565,914,2416,1201,988
118,92,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,290,150,79,105,162,182
39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,81,25,41,169,1
307,242,0,0,0,0,0,0,0,6,2,0,11,0,0,42,3,0,4,7,417,361,127,332,155,53
651,3490,0,0,0,0,0,0,28,282,138,3,168,23,0,213,26,1,56,11,6862,3295,1604,3080,2079,853
652,1354,0,0,0,0,0,0,0,204,0,0,5,0,0,7,1,2,0,0,2728,826,722,1284,1061,295
76,399,1,1,1,1,1,1,0,2,7,0,2,3,0,4,4,0,0,0,937,607,250,256,412,95
1047,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1065,695,5,1094,5,90
1101,1241,0,0,0,0,0,0,0,261,0,0,13,0,0,47,0,0,38,0,2614,536,617,1581,1016,582
1235,900,0,0,0,0,0,0,37,104,53,0,15,0,4,145,9,5,91,11,2381,915,806,863,634,2271
668,1183,0,0,0,0,0,0,45,53,50,0,30,0,0,80,11,0,11,2,1512,707,463,1256,626,702
391,456,0,0,0,0,0,0,8,192,8,1,117,0,0,121,0,3,159,1,863,831,270,1147,332,155
131,109,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,129,189,90,136,203,225
171,86,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,118,180,103,113,196,225
112,63,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,122,149,101,119,164,183
29,18,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,105,33,20,52,36,46
17256,20055,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,30730,6078,24551,21368,14399,301
298,319,62,0,0,0,0,14,0,22,2,0,7,0,0,67,16,1,16,3,475,412,149,378,168,63
356,1417,1,0,0,0,0,0,1,102,31,0,19,4,5,38,38,0,19,9,3562,2272,1112,1208,1161,645
162,586,0,0,0,0,0,0,0,41,7,0,17,0,0,30,58,0,9,68,1416,1318,434,456,377,128
212,218,21,0,14,5,0,0,6,69,10,35,18,4,12,41,18,14,34,18,328,157,217,311,165,187
420,658,0,0,0,0,0,0,0,92,90,0,44,1,0,100,25,0,93,51,858,330,219,838,286,255
95,66,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,156,148,60,132,167,183
645,1801,1,1,1,1,1,1,0,27,78,0,1,13,0,9,51,0,5,23,4416,2351,1211,1879,1646,343
366,289,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,335,648,291,361,255,10
2168,3512,0,0,0,0,0,2,0,437,237,0,101,9,1,478,306,0,456,372,6456,1559,722,3574,1286,1272
407,567,0,0,0,0,0,0,0,20,20,0,25,7,0,55,29,1,4,30,790,508,269,606,286,241
33,23,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,43,50,34,159,176,92
406,556,0,0,0,0,0,0,0,38,17,0,32,0,0,55,14,0,10,17,770,619,261,641,284,234
3138,9077,0,0,0,0,0,0,159,1150,689,31,577,179,39,709,319,28,478,179,22801,13736,4754,9670,5862,4071
78,99,3,0,3,10,1,5,16,62,0,7,12,0,10,15,0,14,21,7,142,60,84,81,53,53
5963,15406,1,1,1,1,1,1,42,564,212,5,313,18,4,298,55,1,377,26,27345,19134,7341,13642,12445,2041
528,2,0,0,0,0,0,0,0,21,0,0,0,0,0,12,6,0,1,6,644,2057,3,718,2,204
139,56,0,0,0,0,0,0,14,1,0,0,0,0,0,10,0,0,0,0,168,130,79,126,218,263
113,59,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,143,145,84,78,234,273
1110,26,8,0,2,0,0,1,6,28,7,6,4,1,6,37,2,5,4,12,1223,1550,28,1229,24,101
399,549,0,0,0,0,0,0,0,39,61,0,32,3,0,55,34,0,7,9,747,500,253,601,278,239
1110,21,1,1,2,3,0,2,2,16,6,5,6,0,3,37,2,8,7,2,1210,1548,20,1221,16,102
389,1121,0,0,0,0,0,0,0,137,0,0,2,0,0,6,1,3,0,0,1936,665,574,809,808,159
21972,23985,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,30730,6078,25337,27656,18329,301
158,94,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,365,177,91,96,238,224
3797,5148,0,0,0,0,0,5,16,548,286,0,90,31,9,539,305,2,468,469,9800,2373,1741,6221,2218,2326
43,50,0,0,0,2,0,0,3,14,56,6,3,0,8,15,0,5,2,2,605,626,43,65,45,58
359,328,8,0,6,7,0,3,18,64,1,47,28,0,17,24,1,28,24,0,599,1068,328,385,357,241
47,30,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,93,71,26,91,168,100
99,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,127,154,93,100,235,272
336,213,36,2,2,2,2,2,1,40,2,0,17,0,0,72,2,0,30,1,639,1140,195,541,168,275
321,1037,0,0,0,0,0,0,1,329,0,0,2,0,1,2,5,3,1,1,2145,752,482,737,691,166
1120,22,2,0,4,3,1,2,3,31,7,8,2,1,7,33,2,4,5,11,1228,1554,18,1221,26,99
86,64,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,132,150,75,115,238,271
93,64,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,166,149,45,94,175,183
412,1454,0,0,0,0,0,0,0,108,25,1,16,2,7,57,27,0,15,11,3307,2000,1198,1188,1126,594
983,24,0,1,1,0,0,0,3,17,1,1,1,1,4,24,2,6,5,7,1233,1500,12,1168,16,98
291,776,29,1,2,1,1,1,0,51,4,0,34,8,3,50,9,2,57,8,1819,1813,430,675,633,269
1960,1408,0,0,0,0,0,0,37,153,67,0,16,0,4,147,15,5,114,16,3355,1309,1424,1652,1189,3233
236,214,14,1,22,19,0,13,35,108,0,35,45,1,38,50,0,34,25,1,357,518,219,197,199,130
3741,3479,0,0,0,0,0,0,0,128,60,0,105,13,0,201,48,0,75,66,5333,2095,3863,3379,3138,626
238,452,0,0,0,1,0,0,10,59,1,0,2,3,1,0,4,0,0,2,698,339,245,270,210,55
135,122,12,2,12,10,1,4,10,69,0,21,17,1,16,32,0,16,13,2,237,368,123,155,115,69
467,568,0,0,0,0,0,0,0,26,32,0,40,0,0,59,31,0,16,25,815,790,267,719,282,250
495,1256,0,0,0,0,0,0,0,147,0,0,0,0,0,6,1,2,0,0,2193,537,513,969,770,221
160,179,40,0,6,1,0,0,0,4,2,36,35,4,1,76,37,0,0,34,424,226,253,561,286,203
134,94,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,289,201,92,119,362,242
140,78,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,144,156,71,70,235,273
14898,11409,0,0,0,0,0,0,0,97,307,0,6,0,0,125,46,0,21,29,19726,6078,15119,15866,6539,301
2274,4741,3,3,3,3,3,3,34,588,85,3,239,14,3,424,64,11,184,31,9480,5545,2815,4480,3157,2115
1181,4295,1,1,1,0,1,0,20,256,109,5,78,43,15,170,97,10,191,48,8217,3738,2329,3307,3058,1925
1113,19,2,2,4,4,1,4,3,27,7,3,3,0,7,31,2,4,7,7,1212,1550,18,1215,15,95
344,241,0,0,0,0,0,0,0,26,9,0,15,2,0,57,6,0,9,13,484,451,142,338,163,61
7485,18563,3,3,3,3,3,5,67,1770,146,5,1074,19,1,1005,77,9,551,36,37985,26984,9342,25406,10472,4290
348,268,9,0,8,4,1,5,16,56,0,32,17,2,21,17,0,19,16,0,551,846,265,367,324,235
1113,16,3,0,0,1,0,0,4,17,6,3,6,0,3,30,2,3,6,9,1206,1547,16,1219,15,97
49,63,4,0,5,7,0,7,15,55,1,8,12,0,10,14,0,12,19,8,109,52,68,67,76,43
1116,21,1,0,3,3,1,0,5,21,8,4,7,0,5,38,2,5,7,4,1213,1553,15,1215,15,98
115,65,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,135,148,62,120,261,273
109,104,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,137,188,98,144,198,225
325,1196,0,0,0,0,0,0,0,264,0,0,7,0,2,3,1,2,2,2,2507,802,663,684,881,246
294,285,16,2,18,23,3,8,35,163,0,78,43,3,51,75,0,49,45,1,632,572,300,268,362,120
481,568,11,0,5,19,1,12,29,156,12,32,39,7,14,53,8,35,23,7,711,124,554,568,474,249
439,564,0,0,0,0,0,0,0,46,32,0,32,0,0,74,21,0,26,7,777,622,259,636,303,227
102,88,40,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,302,196,84,159,373,242
136,89,40,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,263,203,114,168,357,243
142,62,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,109,152,65,125,155,183
188,194,1,0,3,6,0,2,23,73,0,48,8,0,21,13,0,21,22,20,413,149,238,198,157,208
79,89,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,106,153,78,115,165,183
484,302,0,0,0,0,0,0,0,13,17,0,12,2,0,65,9,0,23,27,567,595,194,520,206,61
743,997,0,0,0,0,0,0,4,110,103,0,55,0,1,177,78,4,115,54,1248,641,343,1072,406,269
189,30,1,1,1,1,1,1,0,0,40,0,1,0,0,2,0,0,1,1,366,503,13,247,96,129
1989,1965,0,0,0,0,0,0,0,341,0,1,16,0,3,56,2,2,50,3,4862,745,1055,2938,1483,978
941,1823,0,0,0,0,0,0,0,201,8,0,30,0,0,138,24,0,24,7,3267,1353,454,1422,749,360
695,435,29,0,0,0,0,0,22,323,20,139,45,0,105,148,4,31,57,7,930,606,254,489,311,303
341,257,0,0,0,0,0,0,0,41,5,0,14,3,0,62,7,0,12,6,486,402,137,396,181,55
101,66,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,138,144,65,138,236,273
1101,5,2,0,2,2,0,0,3,20,6,2,3,0,3,29,3,3,7,3,1196,1541,7,1205,16,97
310,264,8,0,0,0,0,0,0,15,8,0,6,0,0,57,9,0,4,5,461,404,134,362,160,57
1528,1470,1,0,0,0,0,0,0,300,0,1,0,0,2,66,1,3,34,0,3725,586,774,2157,1177,787
114,82,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,140,153,66,91,240,272
164,79,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,108,152,49,111,186,183
418,548,0,0,0,0,0,0,0,35,12,0,27,0,0,60,15,0,15,21,798,512,256,616,275,248
456,729,0,0,0,0,0,0,0,88,87,0,51,0,0,102,46,0,89,52,903,356,238,879,279,257
1770,2655,3,3,3,3,3,3,25,227,4,3,88,3,0,85,3,3,158,2,3486,2335,1131,1984,1378,422
98,151,6,0,6,7,0,4,16,50,0,15,12,0,16,20,0,10,15,10,169,76,122,88,78,83
134,80,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,107,154,65,165,248,200
47,50,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,86,86,44,157,223,152
167,955,0,0,0,0,0,0,0,275,0,0,0,0,1,5,1,0,1,3,1752,845,557,405,805,266
90,83,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,144,151,78,155,183,273
286,412,0,0,0,0,0,0,7,49,0,2,0,2,0,2,3,0,0,2,554,295,280,256,264,46
1013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1097,800,5,988,5,62
1101,3,3,0,0,0,0,2,3,12,6,1,2,0,3,28,2,6,3,4,1189,1549,6,1207,5,95
135,77,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,393,179,83,160,209,225
163,96,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,341,181,105,127,190,224
1663,1681,0,0,0,0,0,0,0,99,0,0,2,0,1,15,2,3,19,1,4235,614,1001,2297,1291,679
1192,3880,3,3,3,6,3,3,18,521,207,14,255,18,2,392,89,9,266,133,9635,7412,2567,3471,3490,1401
73,59,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,115,149,101,107,264,272
1112,15,1,0,1,3,0,0,5,13,6,10,4,0,2,31,2,2,8,5,1213,1548,15,1214,20,103
153,75,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,90,151,67,126,217,271
1033,24,3,1,3,2,0,2,6,22,2,5,7,0,6,37,7,3,11,1,1292,1428,22,950,28,97
40,27,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,35,50,28,177,161,92
1106,15,0,0,6,4,0,0,2,16,6,6,2,0,3,30,2,7,3,4,1204,1546,14,1211,14,96
15547,22562,0,1,0,0,1,0,53,938,35,82,344,0,86,1195,29,150,1056,5,38015,10856,13415,17545,18290,31534
457,1334,18,1,0,0,0,1,3,18,3,2,2,1,3,21,18,3,15,5,2192,1890,606,831,1212,237
124,83,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,316,149,77,108,145,184
1230,1119,8,0,0,0,0,0,9,141,117,0,14,0,22,167,80,0,132,102,2541,1160,641,1737,810,936
